"entrez.id;""gene.symbols"";""type.of.regulators"""
"26747;""NUFIP1"";""coTF"""
"27034;""ACAD8"";""coTF"""
"27148;""STK36"";""coTF"""
"27161;""AGO2"";""coTF"""
"27254;""CSDC2"";""coTF"""
"27336;""HTATSF1"";""coTF"""
"28985;""MCTS1"";""coTF"""
"29072;""SETD2"";""coTF"""
"29080;""CCDC59"";""coTF"""
"29115;""SAP30BP"";""coTF"""
"29890;""RBM15B"";""coTF"""
"29946;""SERTAD3"";""coTF"""
"29947;""DNMT3L"";""coTF"""
"29950;""SERTAD1"";""coTF"""
"29982;""NRBF2"";""coTF"""
"30834;""ZNRD1"";""coTF"""
"30836;""DNTTIP2"";""coTF"""
"50485;""SMARCAL1"";""coTF"""
"50616;""IL22"";""coTF"""
"51008;""ASCC1"";""coTF"""
"51028;""VPS36"";""coTF"""
"51106;""TFB1M"";""coTF"""
"51111;""KMT5B"";""coTF"""
"51224;""ELOA2"";""coTF"""
"51497;""NELFCD"";""coTF"""
"51547;""SIRT7"";""coTF"""
"51548;""SIRT6"";""coTF"""
"51575;""ESF1"";""coTF"""
"51728;""POLR3K"";""coTF"""
"51742;""ARID4B"";""coTF"""
"51755;""CDK12"";""coTF"""
"51773;""RSF1"";""coTF"""
"51780;""KDM3B"";""coTF"""
"53615;""MBD3"";""coTF"""
"53635;""PTOV1"";""coTF"""
"54014;""BRWD1"";""coTF"""
"54386;""TERF2IP"";""coTF"""
"54496;""PRMT7"";""coTF"""
"54556;""ING3"";""coTF"""
"54583;""EGLN1"";""coTF"""
"54623;""PAF1"";""coTF"""
"54625;""PARP14"";""coTF"""
"54799;""MBTD1"";""coTF"""
"54904;""NSD3"";""coTF"""
"54971;""BANP"";""coTF"""
"54997;""TESC"";""coTF"""
"55122;""AKIRIN2"";""coTF"""
"55140;""ELP3"";""coTF"""
"55170;""PRMT6"";""coTF"""
"55193;""PBRM1"";""coTF"""
"55213;""RCBTB1"";""coTF"""
"55250;""ELP2"";""coTF"""
"55252;""ASXL2"";""coTF"""
"55257;""MRGBP"";""coTF"""
"55269;""PSPC1"";""coTF"""
"55274;""PHF10"";""coTF"""
"55290;""BRF2"";""coTF"""
"55352;""COPRS"";""coTF"""
"55536;""CDCA7L"";""coTF"""
"55588;""MED29"";""coTF"""
"55629;""PNRC2"";""coTF"""
"55636;""CHD7"";""coTF"""
"55662;""HIF1AN"";""coTF"""
"55689;""YEATS2"";""coTF"""
"55693;""KDM4D"";""coTF"""
"55723;""ASF1B"";""coTF"""
"55749;""CCAR1"";""coTF"""
"55758;""RCOR3"";""coTF"""
"55814;""BDP1"";""coTF"""
"55827;""DCAF6"";""coTF"""
"55832;""CAND1"";""coTF"""
"55840;""EAF2"";""coTF"""
"55869;""HDAC8"";""coTF"""
"55885;""LMO3"";""coTF"""
"56160;""NSMCE3"";""coTF"""
"56832;""IFNK"";""coTF"""
"56849;""TCEAL7"";""coTF"""
"56916;""SMARCAD1"";""coTF"""
"56946;""EMSY"";""coTF"""
"56979;""PRDM9"";""coTF"""
"57018;""CCNL1"";""coTF"""
"57332;""CBX8"";""coTF"""
"57407;""NMRAL1"";""coTF"""
"57472;""CNOT6"";""coTF"""
"57645;""POGK"";""coTF"""
"57649;""PHF12"";""coTF"""
"57713;""SFMBT2"";""coTF"""
"57727;""NCOA5"";""coTF"""
"60491;""NIF3L1"";""coTF"""
"63035;""BCORL1"";""coTF"""
"63947;""DMRTC1"";""coTF"""
"64105;""CENPK"";""coTF"""
"64137;""ABCG4"";""coTF"""
"64332;""NFKBIZ"";""coTF"""
"64395;""GMCL1"";""coTF"""
"64426;""SUDS3"";""coTF"""
"64428;""NARFL"";""coTF"""
"64769;""MEAF6"";""coTF"""
"64784;""CRTC3"";""coTF"""
"64800;""EFCAB6"";""coTF"""
"66008;""TRAK2"";""coTF"""
"79084;""WDR77"";""coTF"""
"79612;""NAA16"";""coTF"""
"79682;""CENPU"";""coTF"""
"79685;""SAP30L"";""coTF"""
"79697;""RIOX1"";""coTF"""
"79723;""SUV39H2"";""coTF"""
"79727;""LIN28A"";""coTF"""
"79811;""SLTM"";""coTF"""
"79813;""EHMT1"";""coTF"""
"79816;""TLE6"";""coTF"""
"79885;""HDAC11"";""coTF"""
"79913;""ACTR5"";""coTF"""
"79921;""TCEAL4"";""coTF"""
"79960;""JADE1"";""coTF"""
"80063;""ATF7IP2"";""coTF"""
"80142;""PTGES2"";""coTF"""
"80155;""NAA15"";""coTF"""
"80184;""CEP290"";""coTF"""
"80205;""CHD9"";""coTF"""
"80237;""ELL3"";""coTF"""
"80298;""MTERF2"";""coTF"""
"80306;""MED28"";""coTF"""
"80314;""EPC1"";""coTF"""
"80816;""ASXL3"";""coTF"""
"80854;""SETD7"";""coTF"""
"81606;""LBH"";""coTF"""
"81669;""CCNL2"";""coTF"""
"81789;""TIGD6"";""coTF"""
"81857;""MED25"";""coTF"""
"81892;""SLIRP"";""coTF"""
"83714;""NRIP2"";""coTF"""
"83746;""L3MBTL2"";""coTF"""
"83860;""TAF3"";""coTF"""
"83879;""CDCA7"";""coTF"""
"83933;""HDAC10"";""coTF"""
"84105;""PCBD2"";""coTF"""
"84148;""KAT8"";""coTF"""
"84164;""ASCC2"";""coTF"""
"84181;""CHD6"";""coTF"""
"84232;""MAF1"";""coTF"""
"84289;""ING5"";""coTF"""
"84295;""PHF6"";""coTF"""
"84312;""BRMS1L"";""coTF"""
"84313;""VPS25"";""coTF"""
"84333;""PCGF5"";""coTF"""
"84337;""ELOF1"";""coTF"""
"84456;""L3MBTL3"";""coTF"""
"84498;""FAM120B"";""coTF"""
"84515;""MCM8"";""coTF"""
"84678;""KDM2B"";""coTF"""
"84722;""PSRC1"";""coTF"""
"84759;""PCGF1"";""coTF"""
"84787;""KMT5C"";""coTF"""
"84901;""NFATC2IP"";""coTF"""
"85012;""TCEAL3"";""coTF"""
"85403;""EAF1"";""coTF"""
"85441;""HELZ2"";""coTF"""
"85509;""MBD3L1"";""coTF"""
"90665;""TBL1Y"";""coTF"""
"90843;""TCEAL8"";""coTF"""
"91151;""TIGD7"";""coTF"""
"91612;""CHURC1"";""coTF"""
"92129;""RIPPLY1"";""coTF"""
"92552;""ATXN3L"";""coTF"""
"93166;""PRDM6"";""coTF"""
"93624;""TADA2B"";""coTF"""
"93649;""MYOCD"";""coTF"""
"96764;""TGS1"";""coTF"""
"112744;""IL17F"";""coTF"""
"112869;""SGF29"";""coTF"""
"112939;""NACC1"";""coTF"""
"117154;""DACH2"";""coTF"""
"123169;""LEO1"";""coTF"""
"124751;""KRBA2"";""coTF"""
"124790;""HEXIM2"";""coTF"""
"126272;""EID2B"";""coTF"""
"129685;""TAF8"";""coTF"""
"132660;""LIN54"";""coTF"""
"135112;""NCOA7"";""coTF"""
"138151;""NACC2"";""coTF"""
"138474;""TAF1L"";""coTF"""
"138715;""ARID3C"";""coTF"""
"140597;""TCEAL2"";""coTF"""
"151449;""GDF7"";""coTF"""
"153443;""SRFBP1"";""coTF"""
"158931;""TCEAL6"";""coTF"""
"165631;""PARP15"";""coTF"""
"166815;""TIGD2"";""coTF"""
"168417;""ZNF679"";""coTF"""
"170463;""SSBP4"";""coTF"""
"196528;""ARID2"";""coTF"""
"200765;""TIGD1"";""coTF"""
"201798;""TIGD4"";""coTF"""
"202559;""KHDRBS2"";""coTF"""
"220359;""TIGD3"";""coTF"""
"221037;""JMJD1C"";""coTF"""
"225689;""MAPK15"";""coTF"""
"254251;""LCORL"";""coTF"""
"280658;""SSX7"";""coTF"""
"280660;""SSX9"";""coTF"""
"282991;""BLOC1S2"";""coTF"""
"283629;""TSSK4"";""coTF"""
"284119;""CAVIN1"";""coTF"""
"284358;""MAMSTR"";""coTF"""
"285527;""FRYL"";""coTF"""
"285855;""RPL7L1"";""coTF"""
"340543;""TCEAL5"";""coTF"""
"346389;""MACC1"";""coTF"""
"347273;""CAVIN4"";""coTF"""
"359948;""IRF2BP2"";""coTF"""
"375790;""AGRN"";""coTF"""
"389136;""VGLL3"";""coTF"""
"389421;""LIN28B"";""coTF"""
"392255;""GDF6"";""coTF"""
"400713;""ZNF880"";""coTF"""
"401265;""KLHL31"";""coTF"""
"404672;""GTF2H5"";""coTF"""
"493861;""EID3"";""coTF"""
"548313;""SSX4B"";""coTF"""
"653656;""MBD3L4"";""coTF"""
"653657;""MBD3L3"";""coTF"""
"727837;""SSX2B"";""coTF"""
"728340;""GTF2H2C"";""coTF"""
"728642;""CDK11A"";""coTF"""
"728929;""ELOA3B"";""coTF"""
"730394;""GTF2H2C_2"";""coTF"""
"731220;""RFX8"";""coTF"""
"100287429;NA;""coTF"""
"100287841;NA;""coTF"""
"100288461;NA;""coTF"""
"100289635;""ZNF605"";""coTF"""
"100290363;NA;""coTF"""
"100292165;NA;""coTF"""
"100293130;NA;""coTF"""
"27;""ABL2"";""SIG"""
"29;""ABR"";""SIG"""
"40;""ASIC2"";""SIG"""
"41;""ASIC1"";""SIG"""
"86;""ACTL6A"";""SIG"""
"90;""ACVR1"";""SIG"""
"91;""ACVR1B"";""SIG"""
"93;""ACVR2B"";""SIG"""
"94;""ACVRL1"";""SIG"""
"107;""ADCY1"";""SIG"""
"108;""ADCY2"";""SIG"""
"109;""ADCY3"";""SIG"""
"111;""ADCY5"";""SIG"""
"112;""ADCY6"";""SIG"""
"113;""ADCY7"";""SIG"""
"114;""ADCY8"";""SIG"""
"115;""ADCY9"";""SIG"""
"117;""ADCYAP1R1"";""SIG"""
"134;""ADORA1"";""SIG"""
"140;""ADORA3"";""SIG"""
"142;""PARP1"";""SIG"""
"147;""ADRA1B"";""SIG"""
"148;""ADRA1A"";""SIG"""
"150;""ADRA2A"";""SIG"""
"154;""ADRB2"";""SIG"""
"156;""GRK2"";""SIG"""
"157;""GRK3"";""SIG"""
"174;""AFP"";""SIG"""
"181;""AGRP"";""SIG"""
"207;""AKT1"";""SIG"""
"208;""AKT2"";""SIG"""
"238;""ALK"";""SIG"""
"265;""AMELX"";""SIG"""
"267;""AMFR"";""SIG"""
"269;""AMHR2"";""SIG"""
"286;""ANK1"";""SIG"""
"288;""ANK3"";""SIG"""
"307;""ANXA4"";""SIG"""
"308;""ANXA5"";""SIG"""
"322;""APBB1"";""SIG"""
"323;""APBB2"";""SIG"""
"329;""BIRC2"";""SIG"""
"330;""BIRC3"";""SIG"""
"392;""ARHGAP1"";""SIG"""
"393;""ARHGAP4"";""SIG"""
"395;""ARHGAP6"";""SIG"""
"407;""ARR3"";""SIG"""
"408;""ARRB1"";""SIG"""
"433;""ASGR2"";""SIG"""
"434;""ASIP"";""SIG"""
"472;""ATM"";""SIG"""
"488;""ATP2A2"";""SIG"""
"558;""AXL"";""SIG"""
"572;""BAD"";""SIG"""
"573;""BAG1"";""SIG"""
"575;""ADGRB1"";""SIG"""
"578;""BAK1"";""SIG"""
"581;""BAX"";""SIG"""
"608;""TNFRSF17"";""SIG"""
"611;""OPN1SW"";""SIG"""
"613;""BCR"";""SIG"""
"624;""BDKRB2"";""SIG"""
"640;""BLK"";""SIG"""
"654;""BMP6"";""SIG"""
"660;""BMX"";""SIG"""
"682;""BSG"";""SIG"""
"684;""BST2"";""SIG"""
"695;""BTK"";""SIG"""
"706;""TSPO"";""SIG"""
"726;""CAPN5"";""SIG"""
"728;""C5AR1"";""SIG"""
"799;""CALCR"";""SIG"""
"814;""CAMK4"";""SIG"""
"816;""CAMK2B"";""SIG"""
"819;""CAMLG"";""SIG"""
"825;""CAPN3"";""SIG"""
"828;""CAPS"";""SIG"""
"835;""CASP2"";""SIG"""
"836;""CASP3"";""SIG"""
"841;""CASP8"";""SIG"""
"843;""CASP10"";""SIG"""
"857;""CAV1"";""SIG"""
"868;""CBLB"";""SIG"""
"887;""CCKBR"";""SIG"""
"896;""CCND3"";""SIG"""
"915;""CD3D"";""SIG"""
"916;""CD3E"";""SIG"""
"917;""CD3G"";""SIG"""
"920;""CD4"";""SIG"""
"921;""CD5"";""SIG"""
"930;""CD19"";""SIG"""
"940;""CD28"";""SIG"""
"941;""CD80"";""SIG"""
"943;""TNFRSF8"";""SIG"""
"944;""TNFSF8"";""SIG"""
"945;""CD33"";""SIG"""
"947;""CD34"";""SIG"""
"948;""CD36"";""SIG"""
"949;""SCARB1"";""SIG"""
"952;""CD38"";""SIG"""
"962;""CD48"";""SIG"""
"963;""CD53"";""SIG"""
"969;""CD69"";""SIG"""
"970;""CD70"";""SIG"""
"971;""CD72"";""SIG"""
"972;""CD74"";""SIG"""
"974;""CD79B"";""SIG"""
"976;""ADGRE5"";""SIG"""
"1019;""CDK4"";""SIG"""
"1040;""CDS1"";""SIG"""
"1119;""CHKA"";""SIG"""
"1123;""CHN1"";""SIG"""
"1124;""CHN2"";""SIG"""
"1128;""CHRM1"";""SIG"""
"1131;""CHRM3"";""SIG"""
"1132;""CHRM4"";""SIG"""
"1134;""CHRNA1"";""SIG"""
"1135;""CHRNA2"";""SIG"""
"1136;""CHRNA3"";""SIG"""
"1137;""CHRNA4"";""SIG"""
"1138;""CHRNA5"";""SIG"""
"1139;""CHRNA7"";""SIG"""
"1140;""CHRNB1"";""SIG"""
"1141;""CHRNB2"";""SIG"""
"1142;""CHRNB3"";""SIG"""
"1143;""CHRNB4"";""SIG"""
"1144;""CHRND"";""SIG"""
"1145;""CHRNE"";""SIG"""
"1146;""CHRNG"";""SIG"""
"1154;""CISH"";""SIG"""
"1185;""CLCN6"";""SIG"""
"1192;""CLIC1"";""SIG"""
"1193;""CLIC2"";""SIG"""
"1230;""CCR1"";""SIG"""
"1234;""CCR5"";""SIG"""
"1235;""CCR6"";""SIG"""
"1261;""CNGA3"";""SIG"""
"1270;""CNTF"";""SIG"""
"1271;""CNTFR"";""SIG"""
"1326;""MAP3K8"";""SIG"""
"1364;""CLDN4"";""SIG"""
"1365;""CLDN3"";""SIG"""
"1378;""CR1"";""SIG"""
"1381;""CRABP1"";""SIG"""
"1382;""CRABP2"";""SIG"""
"1393;""CRHBP"";""SIG"""
"1399;""CRKL"";""SIG"""
"1432;""MAPK14"";""SIG"""
"1436;""CSF1R"";""SIG"""
"1439;""CSF2RB"";""SIG"""
"1452;""CSNK1A1"";""SIG"""
"1453;""CSNK1D"";""SIG"""
"1455;""CSNK1G2"";""SIG"""
"1456;""CSNK1G3"";""SIG"""
"1457;""CSNK2A1"";""SIG"""
"1460;""CSNK2B"";""SIG"""
"1501;""CTNND2"";""SIG"""
"1512;""CTSH"";""SIG"""
"1606;""DGKA"";""SIG"""
"1607;""DGKB"";""SIG"""
"1608;""DGKG"";""SIG"""
"1611;""DAP"";""SIG"""
"1612;""DAPK1"";""SIG"""
"1613;""DAPK3"";""SIG"""
"1641;""DCX"";""SIG"""
"1654;""DDX3X"";""SIG"""
"1742;""DLG4"";""SIG"""
"1785;""DNM2"";""SIG"""
"1793;""DOCK1"";""SIG"""
"1796;""DOK1"";""SIG"""
"1808;""DPYSL2"";""SIG"""
"1813;""DRD2"";""SIG"""
"1819;""DRG2"";""SIG"""
"1837;""DTNA"";""SIG"""
"1840;""DTX1"";""SIG"""
"1843;""DUSP1"";""SIG"""
"1855;""DVL1"";""SIG"""
"1857;""DVL3"";""SIG"""
"1893;""ECM1"";""SIG"""
"1894;""ECT2"";""SIG"""
"1896;""EDA"";""SIG"""
"1909;""EDNRA"";""SIG"""
"1910;""EDNRB"";""SIG"""
"1936;""EEF1D"";""SIG"""
"1956;""EGFR"";""SIG"""
"2011;""MARK2"";""SIG"""
"2022;""ENG"";""SIG"""
"2041;""EPHA1"";""SIG"""
"2054;""STX2"";""SIG"""
"2059;""EPS8"";""SIG"""
"2064;""ERBB2"";""SIG"""
"2065;""ERBB3"";""SIG"""
"2123;""EVI2A"";""SIG"""
"2131;""EXT1"";""SIG"""
"2132;""EXT2"";""SIG"""
"2185;""PTK2B"";""SIG"""
"2209;""FCGR1A"";""SIG"""
"2213;""FCGR2B"";""SIG"""
"2217;""FCGRT"";""SIG"""
"2241;""FER"";""SIG"""
"2245;""FGD1"";""SIG"""
"2257;""FGF12"";""SIG"""
"2317;""FLNB"";""SIG"""
"2323;""FLT3LG"";""SIG"""
"2357;""FPR1"";""SIG"""
"2359;""FPR3"";""SIG"""
"2475;""MTOR"";""SIG"""
"2533;""FYB"";""SIG"""
"2534;""FYN"";""SIG"""
"2558;""GABRA5"";""SIG"""
"2559;""GABRA6"";""SIG"""
"2560;""GABRB1"";""SIG"""
"2562;""GABRB3"";""SIG"""
"2563;""GABRD"";""SIG"""
"2568;""GABRP"";""SIG"""
"2570;""GABRR2"";""SIG"""
"2642;""GCGR"";""SIG"""
"2664;""GDI1"";""SIG"""
"2665;""GDI2"";""SIG"""
"2669;""GEM"";""SIG"""
"2674;""GFRA1"";""SIG"""
"2676;""GFRA3"";""SIG"""
"2693;""GHSR"";""SIG"""
"2696;""GIPR"";""SIG"""
"2697;""GJA1"";""SIG"""
"2764;""GMFB"";""SIG"""
"2767;""GNA11"";""SIG"""
"2771;""GNAI2"";""SIG"""
"2774;""GNAL"";""SIG"""
"2779;""GNAT1"";""SIG"""
"2780;""GNAT2"";""SIG"""
"2781;""GNAZ"";""SIG"""
"2782;""GNB1"";""SIG"""
"2787;""GNG5"";""SIG"""
"2790;""GNG10"";""SIG"""
"2791;""GNG11"";""SIG"""
"2792;""GNGT1"";""SIG"""
"2793;""GNGT2"";""SIG"""
"2794;""GNL1"";""SIG"""
"2810;""SFN"";""SIG"""
"2811;""GP1BA"";""SIG"""
"2812;""GP1BB"";""SIG"""
"2833;""CXCR3"";""SIG"""
"2837;""UTS2R"";""SIG"""
"2850;""GPR27"";""SIG"""
"2868;""GRK4"";""SIG"""
"2872;""MKNK2"";""SIG"""
"2885;""GRB2"";""SIG"""
"2886;""GRB7"";""SIG"""
"2888;""GRB14"";""SIG"""
"2889;""RAPGEF1"";""SIG"""
"2890;""GRIA1"";""SIG"""
"2891;""GRIA2"";""SIG"""
"2896;""GRN"";""SIG"""
"2901;""GRIK5"";""SIG"""
"2906;""GRIN2D"";""SIG"""
"2923;""PDIA3"";""SIG"""
"2932;""GSK3B"";""SIG"""
"2977;""GUCY1A2"";""SIG"""
"2978;""GUCA1A"";""SIG"""
"2984;""GUCY2C"";""SIG"""
"2986;""GUCY2F"";""SIG"""
"3000;""GUCY2D"";""SIG"""
"3092;""HIP1"";""SIG"""
"3094;""HINT1"";""SIG"""
"3111;""HLA-DOA"";""SIG"""
"3112;""HLA-DOB"";""SIG"""
"3125;""HLA-DRB3"";""SIG"""
"3126;""HLA-DRB4"";""SIG"""
"3162;""HMOX1"";""SIG"""
"3190;""HNRNPK"";""SIG"""
"3265;""HRAS"";""SIG"""
"3275;""PRMT2"";""SIG"""
"3276;""PRMT1"";""SIG"""
"3315;""HSPB1"";""SIG"""
"3359;""HTR3A"";""SIG"""
"3429;""IFI27"";""SIG"""
"3431;""SP110"";""SIG"""
"3454;""IFNAR1"";""SIG"""
"3459;""IFNGR1"";""SIG"""
"3460;""IFNGR2"";""SIG"""
"3476;""IGBP1"";""SIG"""
"3480;""IGF1R"";""SIG"""
"3482;""IGF2R"";""SIG"""
"3549;""IHH"";""SIG"""
"3559;""IL2RA"";""SIG"""
"3560;""IL2RB"";""SIG"""
"3561;""IL2RG"";""SIG"""
"3563;""IL3RA"";""SIG"""
"3566;""IL4R"";""SIG"""
"3568;""IL5RA"";""SIG"""
"3577;""CXCR1"";""SIG"""
"3579;""CXCR2"";""SIG"""
"3581;""IL9R"";""SIG"""
"3587;""IL10RA"";""SIG"""
"3588;""IL10RB"";""SIG"""
"3590;""IL11RA"";""SIG"""
"3594;""IL12RB1"";""SIG"""
"3595;""IL12RB2"";""SIG"""
"3597;""IL13RA1"";""SIG"""
"3598;""IL13RA2"";""SIG"""
"3601;""IL15RA"";""SIG"""
"3612;""IMPA1"";""SIG"""
"3613;""IMPA2"";""SIG"""
"3622;""ING2"";""SIG"""
"3628;""INPP1"";""SIG"""
"3631;""INPP4A"";""SIG"""
"3635;""INPP5D"";""SIG"""
"3641;""INSL4"";""SIG"""
"3643;""INSR"";""SIG"""
"3654;""IRAK1"";""SIG"""
"3667;""IRS1"";""SIG"""
"3683;""ITGAL"";""SIG"""
"3702;""ITK"";""SIG"""
"3705;""ITPK1"";""SIG"""
"3706;""ITPKA"";""SIG"""
"3707;""ITPKB"";""SIG"""
"3708;""ITPR1"";""SIG"""
"3709;""ITPR2"";""SIG"""
"3710;""ITPR3"";""SIG"""
"3716;""JAK1"";""SIG"""
"3717;""JAK2"";""SIG"""
"3718;""JAK3"";""SIG"""
"3805;""KIR2DL4"";""SIG"""
"3806;""KIR2DS1"";""SIG"""
"3810;""KIR2DS5"";""SIG"""
"3811;""KIR3DL1"";""SIG"""
"3813;""KIR3DS1"";""SIG"""
"3815;""KIT"";""SIG"""
"3820;""KLRB1"";""SIG"""
"3821;""KLRC1"";""SIG"""
"3822;""KLRC2"";""SIG"""
"3823;""KLRC3"";""SIG"""
"3824;""KLRD1"";""SIG"""
"3872;""KRT17"";""SIG"""
"3897;""L1CAM"";""SIG"""
"3902;""LAG3"";""SIG"""
"3906;""LALBA"";""SIG"""
"3925;""STMN1"";""SIG"""
"3927;""LASP1"";""SIG"""
"3956;""LGALS1"";""SIG"""
"3959;""LGALS3BP"";""SIG"""
"3984;""LIMK1"";""SIG"""
"4049;""LTA"";""SIG"""
"4050;""LTB"";""SIG"""
"4055;""LTBR"";""SIG"""
"4058;""LTK"";""SIG"""
"4059;""BCAM"";""SIG"""
"4061;""LY6E"";""SIG"""
"4067;""LYN"";""SIG"""
"4068;""SH2D1A"";""SIG"""
"4070;""TACSTD2"";""SIG"""
"4074;""M6PR"";""SIG"""
"4139;""MARK1"";""SIG"""
"4157;""MC1R"";""SIG"""
"4163;""MCC"";""SIG"""
"4168;""MCF2"";""SIG"""
"4215;""MAP3K3"";""SIG"""
"4216;""MAP3K4"";""SIG"""
"4217;""MAP3K5"";""SIG"""
"4259;""MGST3"";""SIG"""
"4289;""MKLN1"";""SIG"""
"4294;""MAP3K10"";""SIG"""
"4301;""AFDN"";""SIG"""
"4352;""MPL"";""SIG"""
"4354;""MPP1"";""SIG"""
"4355;""MPP2"";""SIG"""
"4356;""MPP3"";""SIG"""
"4486;""MST1R"";""SIG"""
"4599;""MX1"";""SIG"""
"4615;""MYD88"";""SIG"""
"4659;""PPP1R12A"";""SIG"""
"4660;""PPP1R12B"";""SIG"""
"4680;""CEACAM6"";""SIG"""
"4693;""NDP"";""SIG"""
"4739;""NEDD9"";""SIG"""
"4793;""NFKBIB"";""SIG"""
"4838;""NODAL"";""SIG"""
"4867;""NPHP1"";""SIG"""
"4869;""NPM1"";""SIG"""
"4881;""NPR1"";""SIG"""
"4882;""NPR2"";""SIG"""
"4900;""NRGN"";""SIG"""
"4920;""ROR2"";""SIG"""
"4921;""DDR2"";""SIG"""
"4935;""GPR143"";""SIG"""
"4975;""OMP"";""SIG"""
"4978;""OPCML"";""SIG"""
"4983;""OPHN1"";""SIG"""
"4992;""OR1F1"";""SIG"""
"4994;""OR3A1"";""SIG"""
"4995;""OR3A2"";""SIG"""
"5021;""OXTR"";""SIG"""
"5023;""P2RX1"";""SIG"""
"5024;""P2RX3"";""SIG"""
"5025;""P2RX4"";""SIG"""
"5026;""P2RX5"";""SIG"""
"5027;""P2RX7"";""SIG"""
"5028;""P2RY1"";""SIG"""
"5032;""P2RY11"";""SIG"""
"5045;""FURIN"";""SIG"""
"5058;""PAK1"";""SIG"""
"5062;""PAK2"";""SIG"""
"5063;""PAK3"";""SIG"""
"5074;""PAWR"";""SIG"""
"5082;""PDCL"";""SIG"""
"5132;""PDC"";""SIG"""
"5133;""PDCD1"";""SIG"""
"5136;""PDE1A"";""SIG"""
"5137;""PDE1C"";""SIG"""
"5141;""PDE4A"";""SIG"""
"5143;""PDE4C"";""SIG"""
"5150;""PDE7A"";""SIG"""
"5152;""PDE9A"";""SIG"""
"5153;""PDE1B"";""SIG"""
"5156;""PDGFRA"";""SIG"""
"5159;""PDGFRB"";""SIG"""
"5163;""PDK1"";""SIG"""
"5165;""PDK3"";""SIG"""
"5170;""PDPK1"";""SIG"""
"5175;""PECAM1"";""SIG"""
"5291;""PIK3CB"";""SIG"""
"5293;""PIK3CD"";""SIG"""
"5295;""PIK3R1"";""SIG"""
"5297;""PI4KA"";""SIG"""
"5298;""PI4KB"";""SIG"""
"5317;""PKP1"";""SIG"""
"5330;""PLCB2"";""SIG"""
"5331;""PLCB3"";""SIG"""
"5332;""PLCB4"";""SIG"""
"5333;""PLCD1"";""SIG"""
"5334;""PLCL1"";""SIG"""
"5335;""PLCG1"";""SIG"""
"5356;""PLRG1"";""SIG"""
"5365;""PLXNB3"";""SIG"""
"5480;""PPIC"";""SIG"""
"5502;""PPP1R1A"";""SIG"""
"5504;""PPP1R2"";""SIG"""
"5520;""PPP2R2A"";""SIG"""
"5521;""PPP2R2B"";""SIG"""
"5522;""PPP2R2C"";""SIG"""
"5525;""PPP2R5A"";""SIG"""
"5527;""PPP2R5C"";""SIG"""
"5529;""PPP2R5E"";""SIG"""
"5531;""PPP4C"";""SIG"""
"5532;""PPP3CB"";""SIG"""
"5536;""PPP5C"";""SIG"""
"5562;""PRKAA1"";""SIG"""
"5563;""PRKAA2"";""SIG"""
"5564;""PRKAB1"";""SIG"""
"5565;""PRKAB2"";""SIG"""
"5566;""PRKACA"";""SIG"""
"5567;""PRKACB"";""SIG"""
"5568;""PRKACG"";""SIG"""
"5571;""PRKAG1"";""SIG"""
"5573;""PRKAR1A"";""SIG"""
"5575;""PRKAR1B"";""SIG"""
"5576;""PRKAR2A"";""SIG"""
"5577;""PRKAR2B"";""SIG"""
"5578;""PRKCA"";""SIG"""
"5579;""PRKCB"";""SIG"""
"5580;""PRKCD"";""SIG"""
"5581;""PRKCE"";""SIG"""
"5582;""PRKCG"";""SIG"""
"5583;""PRKCH"";""SIG"""
"5584;""PRKCI"";""SIG"""
"5585;""PKN1"";""SIG"""
"5586;""PKN2"";""SIG"""
"5587;""PRKD1"";""SIG"""
"5588;""PRKCQ"";""SIG"""
"5589;""PRKCSH"";""SIG"""
"5590;""PRKCZ"";""SIG"""
"5592;""PRKG1"";""SIG"""
"5593;""PRKG2"";""SIG"""
"5594;""MAPK1"";""SIG"""
"5596;""MAPK4"";""SIG"""
"5597;""MAPK6"";""SIG"""
"5598;""MAPK7"";""SIG"""
"5599;""MAPK8"";""SIG"""
"5600;""MAPK11"";""SIG"""
"5602;""MAPK10"";""SIG"""
"5603;""MAPK13"";""SIG"""
"5604;""MAP2K1"";""SIG"""
"5606;""MAP2K3"";""SIG"""
"5607;""MAP2K5"";""SIG"""
"5608;""MAP2K6"";""SIG"""
"5609;""MAP2K7"";""SIG"""
"5612;""THAP12"";""SIG"""
"5662;""PSD"";""SIG"""
"5663;""PSEN1"";""SIG"""
"5664;""PSEN2"";""SIG"""
"5733;""PTGER3"";""SIG"""
"5740;""PTGIS"";""SIG"""
"5754;""PTK7"";""SIG"""
"5770;""PTPN1"";""SIG"""
"5781;""PTPN11"";""SIG"""
"5787;""PTPRB"";""SIG"""
"5788;""PTPRC"";""SIG"""
"5794;""PTPRH"";""SIG"""
"5796;""PTPRK"";""SIG"""
"5797;""PTPRM"";""SIG"""
"5799;""PTPRN2"";""SIG"""
"5800;""PTPRO"";""SIG"""
"5801;""PTPRR"";""SIG"""
"5802;""PTPRS"";""SIG"""
"5803;""PTPRZ1"";""SIG"""
"5819;""NECTIN2"";""SIG"""
"5822;""PWP2"";""SIG"""
"5829;""PXN"";""SIG"""
"5871;""MAP4K2"";""SIG"""
"5879;""RAC1"";""SIG"""
"5880;""RAC2"";""SIG"""
"5881;""RAC3"";""SIG"""
"5891;""MOK"";""SIG"""
