"entrez.id;""gene.symbols"";""type.of.regulators"""
"5894;""RAF1"";""SIG"""
"5898;""RALA"";""SIG"""
"5899;""RALB"";""SIG"""
"5901;""RAN"";""SIG"""
"5902;""RANBP1"";""SIG"""
"5905;""RANGAP1"";""SIG"""
"5906;""RAP1A"";""SIG"""
"5909;""RAP1GAP"";""SIG"""
"5912;""RAP2B"";""SIG"""
"5921;""RASA1"";""SIG"""
"5922;""RASA2"";""SIG"""
"5923;""RASGRF1"";""SIG"""
"5924;""RASGRF2"";""SIG"""
"5956;""OPN1LW"";""SIG"""
"5957;""RCVRN"";""SIG"""
"5977;""DPF2"";""SIG"""
"5979;""RET"";""SIG"""
"5995;""RGR"";""SIG"""
"5996;""RGS1"";""SIG"""
"6000;""RGS7"";""SIG"""
"6009;""RHEB"";""SIG"""
"6014;""RIT2"";""SIG"""
"6016;""RIT1"";""SIG"""
"6092;""ROBO2"";""SIG"""
"6093;""ROCK1"";""SIG"""
"6101;""RP1"";""SIG"""
"6195;""RPS6KA1"";""SIG"""
"6196;""RPS6KA2"";""SIG"""
"6197;""RPS6KA3"";""SIG"""
"6198;""RPS6KB1"";""SIG"""
"6199;""RPS6KB2"";""SIG"""
"6233;""RPS27A"";""SIG"""
"6242;""RTKN"";""SIG"""
"6251;""RSU1"";""SIG"""
"6259;""RYK"";""SIG"""
"6271;""S100A1"";""SIG"""
"6277;""S100A6"";""SIG"""
"6282;""S100A11"";""SIG"""
"6295;""SAG"";""SIG"""
"6300;""MAPK12"";""SIG"""
"6346;""CCL1"";""SIG"""
"6355;""CCL8"";""SIG"""
"6357;""CCL13"";""SIG"""
"6359;""CCL15"";""SIG"""
"6362;""CCL18"";""SIG"""
"6369;""CCL24"";""SIG"""
"6386;""SDCBP"";""SIG"""
"6398;""SECTM1"";""SIG"""
"6416;""MAP2K4"";""SIG"""
"6425;""SFRP5"";""SIG"""
"6450;""SH3BGR"";""SIG"""
"6451;""SH3BGRL"";""SIG"""
"6452;""SH3BP2"";""SIG"""
"6453;""ITSN1"";""SIG"""
"6455;""SH3GL1"";""SIG"""
"6456;""SH3GL2"";""SIG"""
"6457;""SH3GL3"";""SIG"""
"6461;""SHB"";""SIG"""
"6494;""SIPA1"";""SIG"""
"6497;""SKI"";""SIG"""
"6503;""SLA"";""SIG"""
"6504;""SLAMF1"";""SIG"""
"6574;""SLC20A1"";""SIG"""
"6609;""SMPD1"";""SIG"""
"6610;""SMPD2"";""SIG"""
"6653;""SORL1"";""SIG"""
"6654;""SOS1"";""SIG"""
"6655;""SOS2"";""SIG"""
"6693;""SPN"";""SIG"""
"6695;""SPOCK1"";""SIG"""
"6714;""SRC"";""SIG"""
"6717;""SRI"";""SIG"""
"6732;""SRPK1"";""SIG"""
"6733;""SRPK2"";""SIG"""
"6751;""SSTR1"";""SIG"""
"6769;""STAC"";""SIG"""
"6781;""STC1"";""SIG"""
"6785;""ELOVL4"";""SIG"""
"6787;""NEK4"";""SIG"""
"6788;""STK3"";""SIG"""
"6789;""STK4"";""SIG"""
"6793;""STK10"";""SIG"""
"6833;""ABCC8"";""SIG"""
"6868;""ADAM17"";""SIG"""
"6967;""TRGC2"";""SIG"""
"6997;""TDGF1"";""SIG"""
"6998;""TDGF1P3"";""SIG"""
"7006;""TEC"";""SIG"""
"7046;""TGFBR1"";""SIG"""
"7049;""TGFBR3"";""SIG"""
"7074;""TIAM1"";""SIG"""
"7075;""TIE1"";""SIG"""
"7088;""TLE1"";""SIG"""
"7089;""TLE2"";""SIG"""
"7090;""TLE3"";""SIG"""
"7096;""TLR1"";""SIG"""
"7097;""TLR2"";""SIG"""
"7098;""TLR3"";""SIG"""
"7103;""TSPAN8"";""SIG"""
"7105;""TSPAN6"";""SIG"""
"7130;""TNFAIP6"";""SIG"""
"7159;""TP53BP2"";""SIG"""
"7179;""TPTE"";""SIG"""
"7185;""TRAF1"";""SIG"""
"7186;""TRAF2"";""SIG"""
"7187;""TRAF3"";""SIG"""
"7188;""TRAF5"";""SIG"""
"7189;""TRAF6"";""SIG"""
"7204;""TRIO"";""SIG"""
"7222;""TRPC3"";""SIG"""
"7292;""TNFSF4"";""SIG"""
"7296;""TXNRD1"";""SIG"""
"7301;""TYRO3"";""SIG"""
"7305;""TYROBP"";""SIG"""
"7311;""UBA52"";""SIG"""
"7314;""UBB"";""SIG"""
"7316;""UBC"";""SIG"""
"7356;""SCGB1A1"";""SIG"""
"7410;""VAV2"";""SIG"""
"7434;""VIPR2"";""SIG"""
"7436;""VLDLR"";""SIG"""
"7442;""TRPV1"";""SIG"""
"7462;""LAT2"";""SIG"""
"7464;""CORO2A"";""SIG"""
"7531;""YWHAE"";""SIG"""
"7532;""YWHAG"";""SIG"""
"7534;""YWHAZ"";""SIG"""
"7535;""ZAP70"";""SIG"""
"7786;""MAP3K12"";""SIG"""
"7791;""ZYX"";""SIG"""
"7818;""DAP3"";""SIG"""
"7857;""SCG2"";""SIG"""
"7867;""MAPKAPK3"";""SIG"""
"7913;""DEK"";""SIG"""
"7984;""ARHGEF5"";""SIG"""
"8027;""STAM"";""SIG"""
"8045;""RASSF7"";""SIG"""
"8125;""ANP32A"";""SIG"""
"8153;""RND2"";""SIG"""
"8174;""MADCAM1"";""SIG"""
"8218;""CLTCL1"";""SIG"""
"8227;""AKAP17A"";""SIG"""
"8315;""BRAP"";""SIG"""
"8388;""OR1E2"";""SIG"""
"8390;""OR1G1"";""SIG"""
"8392;""OR3A3"";""SIG"""
"8394;""PIP5K1A"";""SIG"""
"8396;""PIP4K2B"";""SIG"""
"8404;""SPARCL1"";""SIG"""
"8412;""BCAR3"";""SIG"""
"8416;""ANXA9"";""SIG"""
"8428;""STK24"";""SIG"""
"8437;""RASAL1"";""SIG"""
"8439;""NSMAF"";""SIG"""
"8440;""NCK2"";""SIG"""
"8471;""IRS4"";""SIG"""
"8473;""OGT"";""SIG"""
"8476;""CDC42BPA"";""SIG"""
"8490;""RGS5"";""SIG"""
"8491;""MAP4K3"";""SIG"""
"8500;""PPFIA1"";""SIG"""
"8506;""CNTNAP1"";""SIG"""
"8518;""IKBKAP"";""SIG"""
"8519;""IFITM1"";""SIG"""
"8525;""DGKZ"";""SIG"""
"8526;""DGKE"";""SIG"""
"8527;""DGKD"";""SIG"""
"8533;""COPS3"";""SIG"""
"8536;""CAMK1"";""SIG"""
"8550;""MAPKAPK5"";""SIG"""
"8565;""YARS"";""SIG"""
"8567;""MADD"";""SIG"""
"8569;""MKNK1"";""SIG"""
"8578;""SCARF1"";""SIG"""
"8590;""OR6A2"";""SIG"""
"8605;""PLA2G4C"";""SIG"""
"8631;""SKAP1"";""SIG"""
"8643;""PTCH2"";""SIG"""
"8654;""PDE5A"";""SIG"""
"8660;""IRS2"";""SIG"""
"8685;""MARCO"";""SIG"""
"8711;""TNK1"";""SIG"""
"8717;""TRADD"";""SIG"""
"8737;""RIPK1"";""SIG"""
"8740;""TNFSF14"";""SIG"""
"8741;""TNFSF13"";""SIG"""
"8742;""TNFSF12"";""SIG"""
"8744;""TNFSF9"";""SIG"""
"8764;""TNFRSF14"";""SIG"""
"8767;""RIPK2"";""SIG"""
"8772;""FADD"";""SIG"""
"8786;""RGS11"";""SIG"""
"8787;""RGS9"";""SIG"""
"8792;""TNFRSF11A"";""SIG"""
"8793;""TNFRSF10D"";""SIG"""
"8794;""TNFRSF10C"";""SIG"""
"8795;""TNFRSF10B"";""SIG"""
"8797;""TNFRSF10A"";""SIG"""
"8799;""PEX11B"";""SIG"""
"8800;""PEX11A"";""SIG"""
"8807;""IL18RAP"";""SIG"""
"8808;""IL1RL2"";""SIG"""
"8809;""IL18R1"";""SIG"""
"8811;""GALR2"";""SIG"""
"8821;""INPP4B"";""SIG"""
"8826;""IQGAP1"";""SIG"""
"8835;""SOCS2"";""SIG"""
"8837;""CFLAR"";""SIG"""
"8838;""WISP3"";""SIG"""
"8839;""WISP2"";""SIG"""
"8840;""WISP1"";""SIG"""
"8852;""AKAP4"";""SIG"""
"8874;""ARHGEF7"";""SIG"""
"8877;""SPHK1"";""SIG"""
"8878;""SQSTM1"";""SIG"""
"8883;""NAE1"";""SIG"""
"8911;""CACNA1I"";""SIG"""
"8935;""SKAP2"";""SIG"""
"8945;""BTRC"";""SIG"""
"8973;""CHRNA6"";""SIG"""
"8986;""RPS6KA4"";""SIG"""
"8994;""LIMD1"";""SIG"""
"8995;""TNFSF18"";""SIG"""
"8997;""KALRN"";""SIG"""
"8999;""CDKL2"";""SIG"""
"9020;""MAP3K14"";""SIG"""
"9022;""CLIC3"";""SIG"""
"9028;""RHBDL1"";""SIG"""
"9033;""PKD2L1"";""SIG"""
"9038;""TAAR5"";""SIG"""
"9046;""DOK2"";""SIG"""
"9047;""SH2D2A"";""SIG"""
"9048;""ARTN"";""SIG"""
"9049;""AIP"";""SIG"""
"9051;""PSTPIP1"";""SIG"""
"9052;""GPRC5A"";""SIG"""
"9064;""MAP3K6"";""SIG"""
"9094;""UNC119"";""SIG"""
"9103;""FCGR2C"";""SIG"""
"9113;""LATS1"";""SIG"""
"9126;""SMC3"";""SIG"""
"9127;""P2RX6"";""SIG"""
"9146;""HGS"";""SIG"""
"9162;""DGKI"";""SIG"""
"9180;""OSMR"";""SIG"""
"9181;""ARHGEF2"";""SIG"""
"9182;""RASSF9"";""SIG"""
"9200;""HACD1"";""SIG"""
"9218;""VAPA"";""SIG"""
"9223;""MAGI1"";""SIG"""
"9231;""DLG5"";""SIG"""
"9252;""RPS6KA5"";""SIG"""
"9255;""AIMP1"";""SIG"""
"9262;""STK17B"";""SIG"""
"9263;""STK17A"";""SIG"""
"9270;""ITGB1BP1"";""SIG"""
"9306;""SOCS6"";""SIG"""
"9308;""CD83"";""SIG"""
"9311;""ASIC3"";""SIG"""
"9318;""COPS2"";""SIG"""
"9322;""TRIP10"";""SIG"""
"9373;""PLAA"";""SIG"""
"9378;""NRXN1"";""SIG"""
"9392;""TGFBRAP1"";""SIG"""
"9398;""CD101"";""SIG"""
"9402;""GRAP2"";""SIG"""
"9404;""LPXN"";""SIG"""
"9436;""NCR2"";""SIG"""
"9437;""NCR1"";""SIG"""
"9448;""MAP4K4"";""SIG"""
"9451;""EIF2AK3"";""SIG"""
"9456;""HOMER1"";""SIG"""
"9459;""ARHGEF6"";""SIG"""
"9462;""RASAL2"";""SIG"""
"9465;""AKAP7"";""SIG"""
"9466;""IL27RA"";""SIG"""
"9467;""SH3BP5"";""SIG"""
"9475;""ROCK2"";""SIG"""
"9495;""AKAP5"";""SIG"""
"9500;""MAGED1"";""SIG"""
"9530;""BAG4"";""SIG"""
"9536;""PTGES"";""SIG"""
"9547;""CXCL14"";""SIG"""
"9567;""GTPBP1"";""SIG"""
"9573;""GDF3"";""SIG"""
"9577;""BRE"";""SIG"""
"9578;""CDC42BPB"";""SIG"""
"9597;""SMAD5-AS1"";""SIG"""
"9600;""PITPNM1"";""SIG"""
"9604;""RNF14"";""SIG"""
"9607;""CARTPT"";""SIG"""
"9610;""RIN1"";""SIG"""
"9618;""TRAF4"";""SIG"""
"9626;""GUCA1C"";""SIG"""
"9628;""RGS6"";""SIG"""
"9630;""GNA14"";""SIG"""
"9637;""FEZ2"";""SIG"""
"9641;""IKBKE"";""SIG"""
"9649;""RALGPS1"";""SIG"""
"9651;""PLCH2"";""SIG"""
"9655;""SOCS5"";""SIG"""
"9681;""DEPDC5"";""SIG"""
"9693;""RAPGEF2"";""SIG"""
"9706;""ULK2"";""SIG"""
"9748;""SLK"";""SIG"""
"9770;""RASSF2"";""SIG"""
"9784;""SNX17"";""SIG"""
"9806;""SPOCK2"";""SIG"""
"9826;""ARHGEF11"";""SIG"""
"9828;""ARHGEF17"";""SIG"""
"9842;""PLEKHM1"";""SIG"""
"9846;""GAB2"";""SIG"""
"9863;""MAGI2"";""SIG"""
"9874;""TLK1"";""SIG"""
"9943;""OXSR1"";""SIG"""
"9966;""TNFSF15"";""SIG"""
"9982;""FGFBP1"";""SIG"""
"9989;""PPP4R1"";""SIG"""
"9994;""CASP8AP2"";""SIG"""
"10000;""AKT3"";""SIG"""
"10010;""TANK"";""SIG"""
"10013;""HDAC6"";""SIG"""
"10016;""PDCD6"";""SIG"""
"10018;""BCL2L11"";""SIG"""
"10019;""SH2B3"";""SIG"""
"10040;""TOM1L1"";""SIG"""
"10044;""SH2D3C"";""SIG"""
"10045;""SH2D3A"";""SIG"""
"10060;""ABCC9"";""SIG"""
"10087;""COL4A3BP"";""SIG"""
"10110;""SGK2"";""SIG"""
"10125;""RASGRP1"";""SIG"""
"10133;""OPTN"";""SIG"""
"10135;""NAMPT"";""SIG"""
"10139;""ARFRP1"";""SIG"""
"10140;""TOB1"";""SIG"""
"10142;""AKAP9"";""SIG"""
"10148;""EBI3"";""SIG"""
"10154;""PLXNC1"";""SIG"""
"10156;""RASA4"";""SIG"""
"10175;""CNIH1"";""SIG"""
"10188;""TNK2"";""SIG"""
"10206;""TRIM13"";""SIG"""
"10207;""PATJ"";""SIG"""
"10219;""KLRG1"";""SIG"""
"10235;""RASGRP2"";""SIG"""
"10251;""SPRY3"";""SIG"""
"10261;""IGSF6"";""SIG"""
"10270;""AKAP8"";""SIG"""
"10276;""NET1"";""SIG"""
"10278;""EFS"";""SIG"""
"10288;""LILRB2"";""SIG"""
"10293;""TRAIP"";""SIG"""
"10298;""PAK4"";""SIG"""
"10326;""SIRPB1"";""SIG"""
"10333;""TLR6"";""SIG"""
"10342;""TFG"";""SIG"""
"10344;""CCL26"";""SIG"""
"10392;""NOD1"";""SIG"""
"10411;""RAPGEF3"";""SIG"""
"10424;""PGRMC2"";""SIG"""
"10446;""LRRN2"";""SIG"""
"10451;""VAV3"";""SIG"""
"10461;""MERTK"";""SIG"""
"10475;""TRIM38"";""SIG"""
"10486;""CAP2"";""SIG"""
"10487;""CAP1"";""SIG"""
"10494;""STK25"";""SIG"""
"10497;""UNC13B"";""SIG"""
"10526;""IPO8"";""SIG"""
"10527;""IPO7"";""SIG"""
"10564;""ARFGEF2"";""SIG"""
"10580;""SORBS1"";""SIG"""
"10602;""CDC42EP3"";""SIG"""
"10603;""SH2B2"";""SIG"""
"10607;""TBL3"";""SIG"""
"10630;""PDPN"";""SIG"""
"10636;""RGS14"";""SIG"""
"10657;""KHDRBS1"";""SIG"""
"10666;""CD226"";""SIG"""
"10672;""GNA13"";""SIG"""
"10673;""TNFSF13B"";""SIG"""
"10681;""GNB5"";""SIG"""
"10682;""EBP"";""SIG"""
"10692;""RRH"";""SIG"""
"10728;""PTGES3"";""SIG"""
"10750;""GRAP"";""SIG"""
"10752;""CHL1"";""SIG"""
"10758;""TRAF3IP2"";""SIG"""
"10767;""HBS1L"";""SIG"""
"10783;""NEK6"";""SIG"""
"10788;""IQGAP2"";""SIG"""
"10798;""OR5I1"";""SIG"""
"10817;""FRS3"";""SIG"""
"10824;""DIAPH2-AS1"";""SIG"""
"10842;""PPP1R17"";""SIG"""
"10846;""PDE10A"";""SIG"""
"10859;""LILRB1"";""SIG"""
"10871;""CD300C"";""SIG"""
"10922;""FASTK"";""SIG"""
"10928;""RALBP1"";""SIG"""
"10982;""MAPRE2"";""SIG"""
"10990;""LILRB5"";""SIG"""
"11006;""LILRB4"";""SIG"""
"11011;""TLK2"";""SIG"""
"11018;""TMED1"";""SIG"""
"11024;""LILRA1"";""SIG"""
"11025;""LILRB3"";""SIG"""
"11027;""LILRA2"";""SIG"""
"11033;""ADAP1"";""SIG"""
"11035;""RIPK3"";""SIG"""
"11054;""OGFR"";""SIG"""
"11059;""WWP1"";""SIG"""
"11083;""DIDO1"";""SIG"""
"11113;""CIT"";""SIG"""
"11122;""PTPRT"";""SIG"""
"11126;""CD160"";""SIG"""
"11141;""IL1RAPL1"";""SIG"""
"11142;""PKIG"";""SIG"""
"11163;""NUDT4"";""SIG"""
"11183;""MAP4K5"";""SIG"""
"11184;""MAP4K1"";""SIG"""
"11214;""AKAP13"";""SIG"""
"11215;""AKAP11"";""SIG"""
"11216;""AKAP10"";""SIG"""
"11228;""RASSF8"";""SIG"""
"11318;""GPR182"";""SIG"""
"11329;""STK38"";""SIG"""
"11333;""PDAP1"";""SIG"""
"11343;""MGLL"";""SIG"""
"22821;""RASA3"";""SIG"""
"22858;""ICK"";""SIG"""
"22866;""CNKSR2"";""SIG"""
"22871;""NLGN1"";""SIG"""
"22920;""KIFAP3"";""SIG"""
"22983;""MAST1"";""SIG"""
"23012;""STK38L"";""SIG"""
"23025;""UNC13A"";""SIG"""
"23043;""TNIK"";""SIG"""
"23210;""JMJD6"";""SIG"""
"23228;""PLCL2"";""SIG"""
"23229;""ARHGEF9"";""SIG"""
"23235;""SIK2"";""SIG"""
"23236;""PLCB1"";""SIG"""
"23263;""MCF2L"";""SIG"""
"23268;""DNMBP"";""SIG"""
"23303;""KIF13B"";""SIG"""
"23308;""ICOSLG"";""SIG"""
"23365;""ARHGEF12"";""SIG"""
"23370;""ARHGEF18"";""SIG"""
"23371;""TNS2"";""SIG"""
"23385;""NCSTN"";""SIG"""
"23421;""ITGB3BP"";""SIG"""
"23426;""GRIP1"";""SIG"""
"23495;""TNFRSF13B"";""SIG"""
"23523;""CABIN1"";""SIG"""
"23538;""OR52A1"";""SIG"""
"23542;""MAPK8IP2"";""SIG"""
"23554;""TSPAN12"";""SIG"""
"23568;""ARL2BP"";""SIG"""
"23596;""OPN3"";""SIG"""
"23601;""CLEC5A"";""SIG"""
"23603;""CORO1C"";""SIG"""
"23604;""DAPK2"";""SIG"""
"23607;""CD2AP"";""SIG"""
"23616;""SH3BP1"";""SIG"""
"23620;""NTSR2"";""SIG"""
"23623;""RUSC1"";""SIG"""
"23624;""CBLC"";""SIG"""
"23636;""NUP62"";""SIG"""
"23643;""LY96"";""SIG"""
"23683;""PRKD3"";""SIG"""
"23767;""FLRT3"";""SIG"""
"23768;""FLRT2"";""SIG"""
"23769;""FLRT1"";""SIG"""
"23770;""FKBP8"";""SIG"""
"23787;""MTCH1"";""SIG"""
"25791;""NGEF"";""SIG"""
"25865;""PRKD2"";""SIG"""
"25970;""SH2B1"";""SIG"""
"25972;""UNC50"";""SIG"""
"26011;""TENM4"";""SIG"""
"26027;""ACOT11"";""SIG"""
"26051;""PPP1R16B"";""SIG"""
"26060;""APPL1"";""SIG"""
"26118;""WSB1"";""SIG"""
"26119;""LDLRAP1"";""SIG"""
"26130;""GAPVD1"";""SIG"""
"26153;""KIF26A"";""SIG"""
"26207;""PITPNC1"";""SIG"""
"26211;""OR2F1"";""SIG"""
"26228;""STAP1"";""SIG"""
"26230;""TIAM2"";""SIG"""
"26297;""SERGEF"";""SIG"""
"26499;""PLEK2"";""SIG"""
"26512;""INTS6"";""SIG"""
"26524;""LATS2"";""SIG"""
"26548;""ITGB1BP2"";""SIG"""
"26578;""OSTF1"";""SIG"""
"26585;""GREM1"";""SIG"""
"26750;""RPS6KC1"";""SIG"""
"27018;""BEX3"";""SIG"""
"27032;""ATP2C1"";""SIG"""
"27035;""NOX1"";""SIG"""
"27040;""LAT"";""SIG"""
"27071;""DAPP1"";""SIG"""
"27106;""ARRDC2"";""SIG"""
"27111;""SDCBP2"";""SIG"""
"27113;""BBC3"";""SIG"""
"27115;""PDE7B"";""SIG"""
"27120;""DKKL1"";""SIG"""
"27180;""SIGLEC9"";""SIG"""
"27181;""SIGLEC8"";""SIG"""
"27189;""IL17C"";""SIG"""
"27237;""ARHGEF16"";""SIG"""
"27240;""SIT1"";""SIG"""
"27242;""TNFRSF21"";""SIG"""
"27296;""TP53TG5"";""SIG"""
"27306;""HPGDS"";""SIG"""
"27329;""ANGPTL3"";""SIG"""
"27330;""RPS6KA6"";""SIG"""
"27347;""STK39"";""SIG"""
"28996;""HIPK2"";""SIG"""
"29097;""CNIH4"";""SIG"""
"29108;""PYCARD"";""SIG"""
"29121;""CLEC2D"";""SIG"""
"29126;""CD274"";""SIG"""
"29760;""BLNK"";""SIG"""
"29843;""SENP1"";""SIG"""
"29844;""TFPT"";""SIG"""
"29941;""PKN3"";""SIG"""
"29953;""TRHDE"";""SIG"""
"29967;""LRP12"";""SIG"""
"30811;""HUNK"";""SIG"""
"30818;""KCNIP3"";""SIG"""
"30819;""KCNIP2"";""SIG"""
"30820;""KCNIP1"";""SIG"""
"30837;""SOCS7"";""SIG"""
"50488;""MINK1"";""SIG"""
"50615;""IL21R"";""SIG"""
"50618;""ITSN2"";""SIG"""
"50649;""ARHGEF4"";""SIG"""
"50650;""ARHGEF3"";""SIG"""
"50831;""TAS2R3"";""SIG"""
"50832;""TAS2R4"";""SIG"""
"50852;""TRAT1"";""SIG"""
"50856;""CLEC4A"";""SIG"""
"50859;""SPOCK3"";""SIG"""
"50940;""PDE11A"";""SIG"""
"51022;""GLRX2"";""SIG"""
"51026;""GOLT1B"";""SIG"""
"51079;""NDUFA13"";""SIG"""
"51094;""ADIPOR1"";""SIG"""
"51107;""APH1A"";""SIG"""
"51130;""ASB3"";""SIG"""
"51266;""CLEC1B"";""SIG"""
"51267;""CLEC1A"";""SIG"""
"51291;""GMIP"";""SIG"""
"51310;""SLC22A17"";""SIG"""
"51348;""KLRF1"";""SIG"""
"51422;""PRKAG2"";""SIG"""
"51454;""GULP1"";""SIG"""
"51466;""EVL"";""SIG"""
"51473;""DCDC2"";""SIG"""
"51475;""CABP2"";""SIG"""
"51517;""NCKIPSD"";""SIG"""
"51523;""CXXC5"";""SIG"""
"51567;""TDP2"";""SIG"""
"51655;""RASD1"";""SIG"""
"51657;""STYXL1"";""SIG"""
"51665;""ASB1"";""SIG"""
"51666;""ASB4"";""SIG"""
"51676;""ASB2"";""SIG"""
"51684;""SUFU"";""SIG"""
"51701;""NLK"";""SIG"""
"51744;""CD244"";""SIG"""
"51765;""STK26"";""SIG"""
"51776;""MAP3K20"";""SIG"""
"51806;""CALML5"";""SIG"""
"53632;""PRKAG3"";""SIG"""
"53834;""FGFRL1"";""SIG"""
"54207;""KCNK10"";""SIG"""
"54328;""GPR173"";""SIG"""
"54329;""GPR85"";""SIG"""
"54360;""CYTL1"";""SIG"""
"54429;""TAS2R5"";""SIG"""
"54472;""TOLLIP"";""SIG"""
"54518;""APBB1IP"";""SIG"""
"54567;""DLL4"";""SIG"""
"54584;""GNB1L"";""SIG"""
"54602;""NDFIP2"";""SIG"""
"54714;""CNGB3"";""SIG"""
"54756;""IL17RD"";""SIG"""
"54849;""DEF8"";""SIG"""
"54900;""LAX1"";""SIG"""
"54922;""RASIP1"";""SIG"""
"55003;""PAK1IP1"";""SIG"""
"55198;""APPL2"";""SIG"""
"55367;""PIDD1"";""SIG"""
"55423;""SIRPG"";""SIG"""
"55561;""CDC42BPG"";""SIG"""
"55602;""CDKN2AIP"";""SIG"""
"55635;""DEPDC1"";""SIG"""
"55697;""VAC14"";""SIG"""
"55698;""RADIL"";""SIG"""
"55714;""TENM3"";""SIG"""
"55811;""ADCY10"";""SIG"""
"55824;""PAG1"";""SIG"""
"55844;""PPP2R2D"";""SIG"""
"55851;""PSENEN"";""SIG"""
"55852;""TEX2"";""SIG"""
"55879;""GABRQ"";""SIG"""
"55884;""WSB2"";""SIG"""
"55914;""ERBIN"";""SIG"""
"55970;""GNG12"";""SIG"""
"55971;""BAIAP2L1"";""SIG"""
"56344;""CABP5"";""SIG"""
"56624;""ASAH2"";""SIG"""
"56674;""TMEM9B"";""SIG"""
"56776;""FMN2"";""SIG"""
"56882;""CDC42SE1"";""SIG"""
"56896;""DPYSL5"";""SIG"""
"56924;""PAK6"";""SIG"""
"56926;""NCLN"";""SIG"""
"56990;""CDC42SE2"";""SIG"""
"57144;""PAK5"";""SIG"""
"57153;""SLC44A2"";""SIG"""
"57159;""TRIM54"";""SIG"""
"57449;""PLEKHG5"";""SIG"""
"57451;""TENM2"";""SIG"""
"57506;""MAVS"";""SIG"""
"57524;""CASKIN1"";""SIG"""
"57551;""TAOK1"";""SIG"""
"57556;""SEMA6A"";""SIG"""
"57580;""PREX1"";""SIG"""
"57584;""ARHGAP21"";""SIG"""
"57658;""CALCOCO1"";""SIG"""
"58473;""PLEKHB1"";""SIG"""
"58508;""KMT2C"";""SIG"""
"58985;""IL22RA1"";""SIG"""
"59067;""IL21"";""SIG"""
"59307;""SIGIRR"";""SIG"""
"59341;""TRPV4"";""SIG"""
"60401;""EDA2R"";""SIG"""
"64061;""TSPYL2"";""SIG"""
"64093;""SMOC1"";""SIG"""
"64094;""SMOC2"";""SIG"""
"64127;""NOD2"";""SIG"""
"64210;""MMS19"";""SIG"""
"64283;""ARHGEF28"";""SIG"""
"64581;""CLEC7A"";""SIG"""
"64780;""MICAL1"";""SIG"""
"64798;""DEPTOR"";""SIG"""
"64857;""PLEKHG2"";""SIG"""
"64926;""RASAL3"";""SIG"""
"65018;""PINK1"";""SIG"""
"65059;""RAPH1"";""SIG"""
"65125;""WNK1"";""SIG"""
"65266;""WNK4"";""SIG"""
"65267;""WNK3"";""SIG"""
"65268;""WNK2"";""SIG"""
"79368;""FCRL2"";""SIG"""
"79602;""ADIPOR2"";""SIG"""
"79754;""ASB13"";""SIG"""
"79858;""NEK11"";""SIG"""
"79890;""RIN3"";""SIG"""
"79990;""PLEKHH3"";""SIG"""
"80070;""ADAMTS20"";""SIG"""
"80115;""BAIAP2L2"";""SIG"""
"80122;""MAP3K19"";""SIG"""
"80176;""SPSB1"";""SIG"""
"80243;""PREX2"";""SIG"""
"80316;""PPP1R2P9"";""SIG"""
"80318;""GKAP1"";""SIG"""
"81035;""COLEC12"";""SIG"""
"81542;""TMX1"";""SIG"""
"81552;""VOPP1"";""SIG"""
"81609;""SNX27"";""SIG"""
"83464;""APH1B"";""SIG"""
"83593;""RASSF5"";""SIG"""
"83903;""GSG2"";""SIG"""
"83937;""RASSF4"";""SIG"""
"83939;""EIF2A"";""SIG"""
"84033;""OBSCN"";""SIG"""
"84152;""PPP1R1B"";""SIG"""
"84168;""ANTXR1"";""SIG"""
"84174;""SLA2"";""SIG"""
"84336;""TMEM101"";""SIG"""
"84435;""ADGRA1"";""SIG"""
"84668;""FAM126A"";""SIG"""
"84675;""TRIM55"";""SIG"""
"84676;""TRIM63"";""SIG"""
"84727;""SPSB2"";""SIG"""
"84812;""PLCD4"";""SIG"""
"84818;""IL17RC"";""SIG"""
"85315;""PAQR8"";""SIG"""
"85363;""TRIM5"";""SIG"""
"85415;""RHPN2"";""SIG"""
"89846;""FGD3"";""SIG"""
"89869;""PLCZ1"";""SIG"""
"90249;""UNC5A"";""SIG"""
"90864;""SPSB3"";""SIG"""
"91662;""NLRP12"";""SIG"""
"92154;""MTSS1L"";""SIG"""
"92369;""SPSB4"";""SIG"""
"92591;""ASB16"";""SIG"""
"94137;""RP1L1"";""SIG"""
"94233;""OPN4"";""SIG"""
"113026;""PLCD3"";""SIG"""
"114548;""NLRP3"";""SIG"""
"114609;""TIRAP"";""SIG"""
"114822;""RHPN1"";""SIG"""
"115265;""DDIT4L"";""SIG"""
"115677;""NOSTRIN"";""SIG"""
"116379;""IL22RA2"";""SIG"""
"116449;""CLNK"";""SIG"""
"118987;""PDZD8"";""SIG"""
"120863;""DEPDC4"";""SIG"""
"121512;""FGD4"";""SIG"""
"122809;""SOCS4"";""SIG"""
"124583;""CANT1"";""SIG"""
"127247;""ASB17"";""SIG"""
"128178;""EDARADD"";""SIG"""
"131566;""DCBLD2"";""SIG"""
"131601;""TPRA1"";""SIG"""
"131890;""GRK7"";""SIG"""
"136371;""ASB10"";""SIG"""
"136991;""ASZ1"";""SIG"""
"137970;""UNC5D"";""SIG"""
"139189;""DGKK"";""SIG"""
"140456;""ASB11"";""SIG"""
"140458;""ASB5"";""SIG"""
"140459;""ASB6"";""SIG"""
"140460;""ASB7"";""SIG"""
"140461;""ASB8"";""SIG"""
